"PassengerId","Survived"
1037,0.0802637544989397
1038,0.412066501263348
1039,0.131953595295529
1040,0.192029570787434
1041,0.212994204725201
1042,0.953920719062
1043,0.103800855812082
1044,0.0345387483583675
1045,0.75508046897237
1046,0.5797460873275
1047,0.0835782436975415
1048,0.952033071652972
1049,0.654972033768182
1050,0.347158162004521
1051,0.712734353597269
1052,0.779718271216022
1053,0.611398163064086
1054,0.736635133263218
1055,0.0833682814307627
1056,0.201356235572758
1057,0.721548679349401
1058,0.187627182502526
1059,0.00464959719410065
1060,0.860274187473904
1061,0.647471606559673
1062,0.0903660052261763
1063,0.0892840052844244
1064,0.0615289652767458
1065,0.0892840052844244
1066,0.0654303634963097
1067,0.80740802654055
1068,0.82613506012181
1069,0.16258045827092
1070,0.965508067226372
1071,0.879968291210564
1072,0.157392937945375
1073,0.425936575120108
1074,0.935883044602138
1075,0.167295816751208
1076,0.948621490357583
1077,0.151714594906032
1078,0.716680856348242
1079,0.0920159166408723
1080,0.114643997377928
1081,0.146910703765909
1082,0.152735152479968
1083,0.192029570787434
1084,0.548267595672425
1085,0.0856871841275134
1086,0.834680232395586
1087,0.115681274842326
1088,0.954087094787305
1089,0.700691027691628
1090,0.139771506171897
1091,0.790235381306883
1092,0.784843126972278
1093,0.71688476394092
1094,0.892982604569617
1095,0.736649199358009
1096,0.139771506171897
1097,0.189984536422368
1098,0.797783837585757
1099,0.139771506171897
1100,0.925729352427773
1101,0.097266465451981
1102,0.141466897194354
1103,0.0833682814307627
1104,0.253164847730049
1105,0.56020412923184
1106,0.277156281275309
1107,0.39207426735088
1108,0.784923560865734
1109,0.0808350024388294
1110,0.847080444825299
1111,0.142061106631759
1112,0.660459735212446
1113,0.131953595295529
1114,0.912054685866767
1115,0.117453623969802
1116,0.672767827323215
1117,0.692098324903619
1118,0.117453623969802
1119,0.779718271216022
1120,0.0876714811184204
1121,0.164764755935703
1122,0.237682761237802
1123,0.810553744258009
1124,0.052807668079157
1125,0.171597523711137
1126,0.405691509375304
1127,0.097266465451981
1128,0.16258045827092
1129,0.0825701397826303
1130,0.656171846239044
1131,0.847080444825299
1132,0.672767827323215
1133,0.721833523240531
1134,0.23514036822195
1135,0.10503848967231
1136,0.771941369410818
1137,0.318794415395211
1138,0.822114313011007
1139,0.123795195049023
1140,0.81754632632645
1141,0.649130760531718
1142,0.846469579048193
1143,0.131953595295529
1144,0.412924196966948
1145,0.0944051468251168
1146,0.112345658525367
1147,0.0903660052261763
1148,0.167295816751208
1149,0.142061106631759
1150,0.754650744487628
1151,0.117453623969802
1152,0.0802287677252943
1153,0.097266465451981
1154,0.843072032322662
1155,0.622996970626557
1156,0.155645711699364
1157,0.10503848967231
1158,0.116966932293945
1159,0.0903660052261763
1160,0.744723287868197
1161,0.094270001504684
1162,0.225261507301955
1163,0.167295816751208
1164,0.948621490357583
1165,0.708937187412691
1166,0.0892840052844244
1167,0.723449617675539
1168,0.150374122101338
1169,0.135972428602389
1170,0.119056396276018
1171,0.139771506171897
1172,0.647471606559673
1173,0.656743339601527
1174,0.779718271216022
1175,0.528868933361428
1176,0.631838393335558
1177,0.0996877296396708
1178,0.0903660052261763
1179,0.375772570960639
1180,0.192489457999344
1181,0.142061106631759
1182,0.223753849395483
1183,0.74904461166573
1184,0.0892840052844244
1185,0.149070643771459
1186,0.112345658525367
1187,0.10503848967231
1188,0.868400973254168
1189,0.0837050595232504
1190,0.252949831964344
1191,0.110215736104583
1192,0.139101419891517
1193,0.298039027740727
1194,0.0910289460459088
1195,0.0944051468251168
1196,0.779718271216022
1197,0.771811855829826
1198,0.0773357436633291
1199,0.712717747556627
1200,0.17616320782069
1201,0.450372777476546
1202,0.094270001504684
1203,0.0825701397826303
1204,0.0903660052261763
1205,0.788759777585472
1206,0.892426736616669
1207,0.764394329742193
1208,0.17425070267628
1209,0.148632396613915
1210,0.10503848967231
1211,0.135608842926366
1212,0.1266124554523
1213,0.179544880501062
1214,0.300866354846352
1215,0.227701854802098
1216,0.890817612637331
1217,0.077061617960243
1218,0.914803166837745
1219,0.106809064223065
1220,0.14580759885368
1221,0.139771506171897
1222,0.671546895003397
1223,0.414338861475709
1224,0.0892840052844244
1225,0.678756667194902
1226,0.10503848967231
1227,0.4043433247866
1228,0.164764755935703
1229,0.0837379119620809
1230,0.190253755019521
1231,0.690354256941563
1232,0.13958142679051
1233,0.0996877296396708
1234,0.0102683110308111
1235,0.871224623610583
1236,0.598553296898546
1237,0.647671073930611
1238,0.150374122101338
1239,0.730805176177648
1240,0.127204285454113
1241,0.780987872222011
1242,0.900676201835981
1243,0.139771506171897
1244,0.253164847730049
1245,0.108482732307796
1246,0.512355159765229
1247,0.161755912103964
1248,0.804006096901148
1249,0.10503848967231
1250,0.167295816751208
1251,0.684553010546027
1252,0.170126903268554
1253,0.823478663159003
1254,0.841598766198735
1255,0.101974365616132
1256,0.939738858535591
1257,0.214048655948799
1258,0.0658375973697522
1259,0.761973784926999
1260,0.788559895229667
1261,0.141886618049162
1262,0.0978736104442253
1263,0.951425071916939
1264,0.0971047591425188
1265,0.101794646372665
1266,0.837774575775517
1267,0.769382034523611
1268,0.550837510755359
1269,0.139771506171897
1270,0.189652782988301
1271,0.658430836746426
1272,0.167295816751208
1273,0.171597523711137
1274,0.737370028547659
1275,0.68163556037821
1276,0.164764755935703
1277,0.867725182495111
1278,0.117453623969802
1279,0.0504226750083385
1280,0.155718755685543
1281,0.0560560765959883
1282,0.494928673033339
1283,0.833615355883498
1284,0.677219803143092
1285,0.0504226750083385
1286,0.0943528156661072
1287,0.940395380641594
1288,0.138645366840872
1289,0.83596783694842
1290,0.117453623969802
1291,0.174941834407075
1292,0.952033071652972
1293,0.119006687857445
1294,0.840187992016395
1295,0.227240885501615
1296,0.213457457910271
1297,0.259100736695286
1298,0.0978736104442253
1299,0.17425070267628
1300,0.779718271216022
1301,0.597141880985049
1302,0.779718271216022
1303,0.972092932327933
1304,0.718633158688132
1305,0.142061106631759
1306,0.98819174371871
1307,0.0948560348824844
1308,0.142061106631759
1309,0.670380760753669
